date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,incidence_regionale_annuelle,cas_pulmonaire_bacillifere,cas_pulmonaire_non_bacillifere,cas_extra_pulmonaire,cas_tb_multiresistante,nouveaux_cas,cas_coinfection_vih,deces_coinfection_vih,cas_enfants_moins_15_ans,cas_adultes_15_54_ans,cas_seniors_55_plus,tests_geneXpert_realises,tests_microscopie_realises,tests_lam_realises,cas_non_diagnostiques,patients_sous_traitement,patients_gueris,patients_abandon,patients_echec,deces,cas_detectes_prison,taux_incidence,taux_incidence_annuel,taux_letalite,taux_depistage,taux_succes_therapeutique
2020-02-10,2020,2,2020-W07,Betsiboka,-16.95,46.8167,465641,155,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,155,155,16.67,65.0,78.0
2020-02-10,2020,2,2020-W07,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,8,2,0,0,5,3,5,2,0,2,6,4,0,0,1,0,150,150,12.5,65.0,78.0
2020-02-10,2020,2,2020-W07,Ambatosoa,-21.0333,47.6333,652462,150,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,150,150,20.0,65.0,78.0
2020-02-10,2020,2,2020-W07,Androy,-25.1667,46.0833,1065878,145,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,145,145,21.43,65.0,78.0
2020-02-10,2020,2,2020-W07,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,5,0,140,140,20.0,65.0,78.0
2020-02-10,2020,2,2020-W07,Menabe,-20.2833,44.7833,819876,135,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,135,135,23.53,65.0,78.0
2020-02-10,2020,2,2020-W07,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,2,0,130,130,15.38,65.0,78.0
2020-02-17,2020,2,2020-W08,Analanjirofo,-17.3333,49.4,864183,280,24,11,7,1,44,11,0,5,28,11,30,11,3,15,37,28,4,3,11,0,280,280,25.0,65.0,78.0
2020-02-17,2020,2,2020-W08,Analamanga,-18.9137,47.5247,4290727,260,116,52,37,3,211,52,4,25,137,49,147,52,15,73,179,139,21,17,47,0,260,260,22.27,65.0,78.0
2020-02-17,2020,2,2020-W08,Atsinanana,-18.1492,49.4023,1750511,255,38,17,12,1,70,17,1,8,45,17,49,17,5,24,59,46,7,5,17,0,255,255,24.29,65.0,78.0
2020-02-17,2020,2,2020-W08,Sofia,-14.8833,48.0333,1784988,250,45,20,14,0,82,20,1,9,53,20,57,20,6,28,69,53,8,6,20,0,250,250,24.39,65.0,78.0
2020-02-17,2020,2,2020-W08,Vakinankaratra,-19.8667,47.0333,2462316,230,60,27,19,0,110,27,2,13,71,26,77,27,8,38,93,72,11,9,29,0,230,230,26.36,65.0,78.0
2020-02-17,2020,2,2020-W08,Haute Matsiatra,-21.4536,47.0854,1710391,225,38,17,12,0,70,17,1,8,45,17,49,17,5,24,59,46,7,5,16,0,225,225,22.86,65.0,78.0
2020-02-17,2020,2,2020-W08,Boeny,-15.7167,46.3167,1100305,220,26,12,8,0,48,12,0,5,31,12,33,12,3,16,40,31,4,4,11,0,220,220,22.92,65.0,78.0
2020-02-17,2020,2,2020-W08,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,31,14,10,0,57,14,1,6,37,14,39,14,4,19,48,37,5,4,12,0,215,215,21.05,65.0,78.0
2020-02-17,2020,2,2020-W08,SAVA,-14.2833,50.1667,1330546,210,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,11,0,210,210,25.58,65.0,78.0
2020-02-17,2020,2,2020-W08,Atsimo-Andrefana,-23.35,43.6667,2128706,205,47,21,15,0,87,21,1,10,56,21,60,21,6,30,73,56,8,7,22,0,205,205,25.29,65.0,78.0
2020-02-17,2020,2,2020-W08,Itasy,-19.0167,46.7667,1063882,190,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,7,0,190,190,20.0,65.0,78.0
2020-02-17,2020,2,2020-W08,Bongolava,-18.9333,45.6667,794456,185,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,185,185,20.83,65.0,78.0
2020-02-17,2020,2,2020-W08,Diana,-12.2787,49.2917,1053715,180,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,8,0,180,180,22.86,65.0,78.0
2020-02-17,2020,2,2020-W08,Amoron'i Mania,-20.0,47.1167,991145,175,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,7,0,175,175,21.21,65.0,78.0
2020-02-17,2020,2,2020-W08,Atsimo-Atsinanana,-22.9,47.65,1220000,170,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,10,0,170,170,23.26,65.0,78.0
2020-02-17,2020,2,2020-W08,Fitovinany,-21.45,47.6167,1011279,165,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,165,165,23.33,65.0,78.0
2020-02-17,2020,2,2020-W08,Ihorombe,-22.55,46.95,494097,160,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,160,160,21.43,65.0,78.0
2020-02-17,2020,2,2020-W08,Betsiboka,-16.95,46.8167,465641,155,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,155,155,25.0,65.0,78.0
2020-02-17,2020,2,2020-W08,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,8,2,0,0,5,3,5,2,0,2,6,4,0,0,1,0,150,150,12.5,65.0,78.0
2020-02-17,2020,2,2020-W08,Ambatosoa,-21.0333,47.6333,652462,150,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,150,150,20.0,65.0,78.0
2020-02-17,2020,2,2020-W08,Androy,-25.1667,46.0833,1065878,145,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,145,145,22.58,65.0,78.0
2020-02-17,2020,2,2020-W08,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,140,140,20.83,65.0,78.0
2020-02-17,2020,2,2020-W08,Menabe,-20.2833,44.7833,819876,135,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,4,0,135,135,20.0,65.0,78.0
2020-02-17,2020,2,2020-W08,Vatovavy,-21.3167,47.9333,576905,130,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,130,130,16.67,65.0,78.0
2020-02-24,2020,2,2020-W09,Analanjirofo,-17.3333,49.4,864183,280,23,10,7,1,42,10,0,5,27,10,29,10,3,14,35,27,4,3,10,0,280,280,23.81,65.0,78.0
2020-02-24,2020,2,2020-W09,Analamanga,-18.9137,47.5247,4290727,260,96,44,31,2,176,44,3,21,114,41,123,44,13,61,149,116,17,14,41,0,260,260,23.3,65.0,78.0
2020-02-24,2020,2,2020-W09,Atsinanana,-18.1492,49.4023,1750511,255,46,21,15,1,84,21,1,10,54,20,58,21,6,29,71,55,8,7,20,0,255,255,23.81,65.0,78.0
2020-02-24,2020,2,2020-W09,Sofia,-14.8833,48.0333,1784988,250,49,22,16,0,90,22,1,10,58,22,62,22,6,31,76,59,9,7,22,0,250,250,24.44,65.0,78.0
2020-02-24,2020,2,2020-W09,Vakinankaratra,-19.8667,47.0333,2462316,230,51,23,16,0,93,23,1,11,60,22,65,23,6,32,79,61,9,7,20,0,230,230,21.51,65.0,78.0
2020-02-24,2020,2,2020-W09,Haute Matsiatra,-21.4536,47.0854,1710391,225,40,18,13,0,73,18,1,8,47,18,51,18,5,25,62,48,7,6,16,0,225,225,21.92,65.0,78.0
2020-02-24,2020,2,2020-W09,Boeny,-15.7167,46.3167,1100305,220,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,11,0,220,220,24.44,65.0,78.0
2020-02-24,2020,2,2020-W09,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,32,14,10,0,59,14,1,7,38,14,41,14,4,20,50,39,6,5,14,0,215,215,23.73,65.0,78.0
2020-02-24,2020,2,2020-W09,SAVA,-14.2833,50.1667,1330546,210,29,13,9,0,53,13,1,6,34,13,37,13,3,18,45,35,5,4,12,0,210,210,22.64,65.0,78.0
2020-02-24,2020,2,2020-W09,Atsimo-Andrefana,-23.35,43.6667,2128706,205,44,20,14,0,80,20,1,9,52,19,56,20,6,28,68,53,8,6,21,0,205,205,26.25,65.0,78.0
2020-02-24,2020,2,2020-W09,Itasy,-19.0167,46.7667,1063882,190,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,9,0,190,190,25.71,65.0,78.0
2020-02-24,2020,2,2020-W09,Bongolava,-18.9333,45.6667,794456,185,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,6,0,185,185,20.0,65.0,78.0
2020-02-24,2020,2,2020-W09,Diana,-12.2787,49.2917,1053715,180,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,6,0,180,180,20.0,65.0,78.0
2020-02-24,2020,2,2020-W09,Amoron'i Mania,-20.0,47.1167,991145,175,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,175,175,22.22,65.0,78.0
2020-02-24,2020,2,2020-W09,Atsimo-Atsinanana,-22.9,47.65,1220000,170,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,8,0,170,170,20.51,65.0,78.0
2020-02-24,2020,2,2020-W09,Fitovinany,-21.45,47.6167,1011279,165,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,7,0,165,165,25.0,65.0,78.0
2020-02-24,2020,2,2020-W09,Ihorombe,-22.55,46.95,494097,160,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,160,160,25.0,65.0,78.0
2020-02-24,2020,2,2020-W09,Betsiboka,-16.95,46.8167,465641,155,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,155,155,16.67,65.0,78.0
2020-02-24,2020,2,2020-W09,Melaky,-16.1167,44.7667,365790,150,5,2,1,0,10,2,0,1,6,3,7,2,0,3,8,6,0,0,2,0,150,150,20.0,65.0,78.0
2020-02-24,2020,2,2020-W09,Ambatosoa,-21.0333,47.6333,652462,150,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,150,150,21.05,65.0,78.0
2020-02-24,2020,2,2020-W09,Androy,-25.1667,46.0833,1065878,145,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,145,145,23.33,65.0,78.0
2020-02-24,2020,2,2020-W09,Anosy,-25.0333,46.9833,957916,140,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,5,0,140,140,22.73,65.0,78.0
2020-02-24,2020,2,2020-W09,Menabe,-20.2833,44.7833,819876,135,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,5,0,135,135,22.73,65.0,78.0
2020-02-24,2020,2,2020-W09,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,130,130,23.08,65.0,78.0
2020-03-02,2020,3,2020-W10,Analanjirofo,-17.3333,49.4,864183,280,27,12,9,1,50,12,0,6,32,12,35,12,3,17,42,32,5,4,11,0,280,280,22.0,65.0,78.0
2020-03-02,2020,3,2020-W10,Analamanga,-18.9137,47.5247,4290727,260,130,59,42,3,237,59,4,28,154,55,165,59,17,82,201,156,24,20,57,0,260,260,24.05,65.0,78.0
2020-03-02,2020,3,2020-W10,Atsinanana,-18.1492,49.4023,1750511,255,50,23,16,1,92,23,1,11,59,22,64,23,6,32,78,60,9,7,23,0,255,255,25.0,65.0,78.0
2020-03-02,2020,3,2020-W10,Sofia,-14.8833,48.0333,1784988,250,41,18,13,0,75,18,1,9,48,18,52,18,5,26,63,49,7,6,19,0,250,250,25.33,65.0,78.0
2020-03-02,2020,3,2020-W10,Vakinankaratra,-19.8667,47.0333,2462316,230,59,27,19,0,109,27,2,13,70,26,76,27,8,38,92,71,11,9,28,0,230,230,25.69,65.0,78.0
2020-03-02,2020,3,2020-W10,Haute Matsiatra,-21.4536,47.0854,1710391,225,38,17,12,0,70,17,1,8,45,17,49,17,5,24,59,46,7,5,18,0,225,225,25.71,65.0,78.0
2020-03-02,2020,3,2020-W10,Boeny,-15.7167,46.3167,1100305,220,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,9,0,220,220,20.0,65.0,78.0
2020-03-02,2020,3,2020-W10,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,37,17,12,0,68,17,1,8,44,16,47,17,5,23,57,44,6,5,15,0,215,215,22.06,65.0,78.0
2020-03-02,2020,3,2020-W10,SAVA,-14.2833,50.1667,1330546,210,27,12,9,0,50,12,0,6,32,12,35,12,3,17,42,32,5,4,13,0,210,210,26.0,65.0,78.0
2020-03-02,2020,3,2020-W10,Atsimo-Andrefana,-23.35,43.6667,2128706,205,52,23,17,0,95,23,1,11,61,23,66,23,6,33,80,62,9,8,23,0,205,205,24.21,65.0,78.0
2020-03-02,2020,3,2020-W10,Itasy,-19.0167,46.7667,1063882,190,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,190,190,22.5,65.0,78.0
2020-03-02,2020,3,2020-W10,Bongolava,-18.9333,45.6667,794456,185,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,6,0,185,185,23.08,65.0,78.0
2020-03-02,2020,3,2020-W10,Diana,-12.2787,49.2917,1053715,180,20,9,6,0,38,9,0,4,24,10,26,9,2,13,32,24,3,3,9,0,180,180,23.68,65.0,78.0
2020-03-02,2020,3,2020-W10,Amoron'i Mania,-20.0,47.1167,991145,175,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,9,0,175,175,25.0,65.0,78.0
2020-03-02,2020,3,2020-W10,Atsimo-Atsinanana,-22.9,47.65,1220000,170,18,8,6,0,34,8,0,4,22,8,23,8,2,11,28,21,3,2,8,0,170,170,23.53,65.0,78.0
2020-03-02,2020,3,2020-W10,Fitovinany,-21.45,47.6167,1011279,165,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,165,165,22.22,65.0,78.0
2020-03-02,2020,3,2020-W10,Ihorombe,-22.55,46.95,494097,160,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,160,160,21.43,65.0,78.0
2020-03-02,2020,3,2020-W10,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,2,0,155,155,15.38,65.0,78.0
2020-03-02,2020,3,2020-W10,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,9,2,0,1,5,3,6,2,0,3,7,5,0,0,2,0,150,150,22.22,65.0,78.0
2020-03-02,2020,3,2020-W10,Ambatosoa,-21.0333,47.6333,652462,150,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,150,150,21.05,65.0,78.0
2020-03-02,2020,3,2020-W10,Androy,-25.1667,46.0833,1065878,145,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,6,0,145,145,23.08,65.0,78.0
2020-03-02,2020,3,2020-W10,Anosy,-25.0333,46.9833,957916,140,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,5,0,140,140,22.73,65.0,78.0
2020-03-02,2020,3,2020-W10,Menabe,-20.2833,44.7833,819876,135,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,4,0,135,135,18.18,65.0,78.0
2020-03-02,2020,3,2020-W10,Vatovavy,-21.3167,47.9333,576905,130,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,130,130,25.0,65.0,78.0
2020-03-09,2020,3,2020-W11,Analanjirofo,-17.3333,49.4,864183,280,24,11,7,1,44,11,0,5,28,11,30,11,3,15,37,28,4,3,10,0,280,280,22.73,65.0,78.0
2020-03-09,2020,3,2020-W11,Analamanga,-18.9137,47.5247,4290727,260,133,60,43,3,243,60,4,29,157,57,170,60,18,85,206,160,24,20,65,0,260,260,26.75,65.0,78.0
2020-03-09,2020,3,2020-W11,Atsinanana,-18.1492,49.4023,1750511,255,50,23,16,1,92,23,1,11,59,22,64,23,6,32,78,60,9,7,21,0,255,255,22.83,65.0,78.0
2020-03-09,2020,3,2020-W11,Sofia,-14.8833,48.0333,1784988,250,41,18,13,0,75,18,1,9,48,18,52,18,5,26,63,49,7,6,19,0,250,250,25.33,65.0,78.0
2020-03-09,2020,3,2020-W11,Vakinankaratra,-19.8667,47.0333,2462316,230,60,27,19,0,110,27,2,13,71,26,77,27,8,38,93,72,11,9,26,0,230,230,23.64,65.0,78.0
2020-03-09,2020,3,2020-W11,Haute Matsiatra,-21.4536,47.0854,1710391,225,45,20,14,0,83,20,1,9,53,21,58,20,6,29,70,54,8,7,18,0,225,225,21.69,65.0,78.0
2020-03-09,2020,3,2020-W11,Boeny,-15.7167,46.3167,1100305,220,25,11,8,0,46,11,0,5,29,12,32,11,3,16,39,30,4,3,10,0,220,220,21.74,65.0,78.0
2020-03-09,2020,3,2020-W11,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,33,15,10,0,60,15,1,7,39,14,42,15,4,21,51,39,6,5,13,0,215,215,21.67,65.0,78.0
2020-03-09,2020,3,2020-W11,SAVA,-14.2833,50.1667,1330546,210,25,11,8,0,47,11,0,5,30,12,32,11,3,16,39,30,4,3,10,0,210,210,21.28,65.0,78.0
2020-03-09,2020,3,2020-W11,Atsimo-Andrefana,-23.35,43.6667,2128706,205,47,21,15,0,87,21,1,10,56,21,60,21,6,30,73,56,8,7,22,0,205,205,25.29,65.0,78.0
2020-03-09,2020,3,2020-W11,Itasy,-19.0167,46.7667,1063882,190,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,10,0,190,190,25.64,65.0,78.0
2020-03-09,2020,3,2020-W11,Bongolava,-18.9333,45.6667,794456,185,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,185,185,22.22,65.0,78.0
2020-03-09,2020,3,2020-W11,Diana,-12.2787,49.2917,1053715,180,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,180,180,22.5,65.0,78.0
2020-03-09,2020,3,2020-W11,Amoron'i Mania,-20.0,47.1167,991145,175,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,8,0,175,175,21.62,65.0,78.0
2020-03-09,2020,3,2020-W11,Atsimo-Atsinanana,-22.9,47.65,1220000,170,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,9,0,170,170,20.0,65.0,78.0
2020-03-09,2020,3,2020-W11,Fitovinany,-21.45,47.6167,1011279,165,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,8,0,165,165,22.86,65.0,78.0
2020-03-09,2020,3,2020-W11,Ihorombe,-22.55,46.95,494097,160,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,3,0,160,160,17.65,65.0,78.0
2020-03-09,2020,3,2020-W11,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
2020-03-09,2020,3,2020-W11,Melaky,-16.1167,44.7667,365790,150,5,2,1,0,10,2,0,1,6,3,7,2,0,3,8,6,0,0,2,0,150,150,20.0,65.0,78.0
2020-03-09,2020,3,2020-W11,Ambatosoa,-21.0333,47.6333,652462,150,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,150,150,21.05,65.0,78.0
2020-03-09,2020,3,2020-W11,Androy,-25.1667,46.0833,1065878,145,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,145,145,23.33,65.0,78.0
2020-03-09,2020,3,2020-W11,Anosy,-25.0333,46.9833,957916,140,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,140,140,21.43,65.0,78.0
2020-03-09,2020,3,2020-W11,Menabe,-20.2833,44.7833,819876,135,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,5,0,135,135,26.32,65.0,78.0
2020-03-09,2020,3,2020-W11,Vatovavy,-21.3167,47.9333,576905,130,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,3,0,130,130,18.75,65.0,78.0
2020-03-16,2020,3,2020-W12,Analanjirofo,-17.3333,49.4,864183,280,26,12,8,1,48,12,0,5,31,12,33,12,3,16,40,31,4,4,11,0,280,280,22.92,65.0,78.0
2020-03-16,2020,3,2020-W12,Analamanga,-18.9137,47.5247,4290727,260,116,53,38,3,212,53,4,25,137,50,148,53,15,74,180,140,21,18,50,0,260,260,23.58,65.0,78.0
2020-03-16,2020,3,2020-W12,Atsinanana,-18.1492,49.4023,1750511,255,47,21,15,1,87,21,1,10,56,21,60,21,6,30,73,56,8,7,19,0,255,255,21.84,65.0,78.0
2020-03-16,2020,3,2020-W12,Sofia,-14.8833,48.0333,1784988,250,53,24,17,0,98,24,1,11,63,24,68,24,7,34,83,64,9,8,26,0,250,250,26.53,65.0,78.0
2020-03-16,2020,3,2020-W12,Vakinankaratra,-19.8667,47.0333,2462316,230,63,28,20,0,115,28,2,13,74,28,80,28,8,40,97,75,11,9,28,0,230,230,24.35,65.0,78.0
2020-03-16,2020,3,2020-W12,Haute Matsiatra,-21.4536,47.0854,1710391,225,37,17,12,0,69,17,1,8,44,17,48,17,5,24,58,45,6,5,17,0,225,225,24.64,65.0,78.0
2020-03-16,2020,3,2020-W12,Boeny,-15.7167,46.3167,1100305,220,26,12,8,0,49,12,0,5,31,13,34,12,3,17,41,31,4,4,11,0,220,220,22.45,65.0,78.0
2020-03-16,2020,3,2020-W12,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,37,17,12,0,68,17,1,8,44,16,47,17,5,23,57,44,6,5,17,0,215,215,25.0,65.0,78.0
2020-03-16,2020,3,2020-W12,SAVA,-14.2833,50.1667,1330546,210,33,15,10,0,60,15,1,7,39,14,42,15,4,21,51,39,6,5,15,0,210,210,25.0,65.0,78.0
2020-03-16,2020,3,2020-W12,Atsimo-Andrefana,-23.35,43.6667,2128706,205,47,21,15,0,86,21,1,10,55,21,60,21,6,30,73,56,8,7,20,0,205,205,23.26,65.0,78.0
2020-03-16,2020,3,2020-W12,Itasy,-19.0167,46.7667,1063882,190,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,11,0,190,190,25.58,65.0,78.0
2020-03-16,2020,3,2020-W12,Bongolava,-18.9333,45.6667,794456,185,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,185,185,20.83,65.0,78.0
2020-03-16,2020,3,2020-W12,Diana,-12.2787,49.2917,1053715,180,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,9,0,180,180,25.71,65.0,78.0
2020-03-16,2020,3,2020-W12,Amoron'i Mania,-20.0,47.1167,991145,175,20,9,6,0,38,9,0,4,24,10,26,9,2,13,32,24,3,3,8,0,175,175,21.05,65.0,78.0
2020-03-16,2020,3,2020-W12,Atsimo-Atsinanana,-22.9,47.65,1220000,170,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,9,0,170,170,21.95,65.0,78.0
2020-03-16,2020,3,2020-W12,Fitovinany,-21.45,47.6167,1011279,165,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,9,0,165,165,25.0,65.0,78.0
2020-03-16,2020,3,2020-W12,Ihorombe,-22.55,46.95,494097,160,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,3,0,160,160,18.75,65.0,78.0
2020-03-16,2020,3,2020-W12,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,155,155,23.08,65.0,78.0
2020-03-16,2020,3,2020-W12,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,9,2,0,1,5,3,6,2,0,3,7,5,0,0,2,0,150,150,22.22,65.0,78.0
2020-03-16,2020,3,2020-W12,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,5,0,150,150,25.0,65.0,78.0
2020-03-16,2020,3,2020-W12,Androy,-25.1667,46.0833,1065878,145,18,8,6,0,34,8,0,4,22,8,23,8,2,11,28,21,3,2,8,0,145,145,23.53,65.0,78.0
2020-03-16,2020,3,2020-W12,Anosy,-25.0333,46.9833,957916,140,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,7,0,140,140,25.93,65.0,78.0
2020-03-16,2020,3,2020-W12,Menabe,-20.2833,44.7833,819876,135,12,5,4,0,23,5,0,2,14,7,16,5,1,8,19,14,2,1,5,0,135,135,21.74,65.0,78.0
2020-03-16,2020,3,2020-W12,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,130,130,21.43,65.0,78.0
2020-03-23,2020,3,2020-W13,Analanjirofo,-17.3333,49.4,864183,280,28,13,9,1,52,13,1,6,33,13,36,13,3,18,44,34,5,4,12,0,280,280,23.08,65.0,78.0
2020-03-23,2020,3,2020-W13,Analamanga,-18.9137,47.5247,4290727,260,123,56,40,3,225,56,4,27,146,52,157,56,16,78,191,148,22,19,56,0,260,260,24.89,65.0,78.0
2020-03-23,2020,3,2020-W13,Atsinanana,-18.1492,49.4023,1750511,255,45,20,14,1,82,20,1,9,53,20,57,20,6,28,69,53,8,6,18,0,255,255,21.95,65.0,78.0
2020-03-23,2020,3,2020-W13,Sofia,-14.8833,48.0333,1784988,250,49,22,16,0,90,22,1,10,58,22,62,22,6,31,76,59,9,7,22,0,250,250,24.44,65.0,78.0
2020-03-23,2020,3,2020-W13,Vakinankaratra,-19.8667,47.0333,2462316,230,64,29,21,0,117,29,2,14,76,27,81,29,8,40,99,77,11,9,28,0,230,230,23.93,65.0,78.0
2020-03-23,2020,3,2020-W13,Haute Matsiatra,-21.4536,47.0854,1710391,225,44,20,14,0,81,20,1,9,52,20,56,20,6,28,68,53,8,6,19,0,225,225,23.46,65.0,78.0
2020-03-23,2020,3,2020-W13,Boeny,-15.7167,46.3167,1100305,220,25,11,8,0,47,11,0,5,30,12,32,11,3,16,39,30,4,3,12,0,220,220,25.53,65.0,78.0
2020-03-23,2020,3,2020-W13,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,32,14,10,0,59,14,1,7,38,14,41,14,4,20,50,39,6,5,13,0,215,215,22.03,65.0,78.0
2020-03-23,2020,3,2020-W13,SAVA,-14.2833,50.1667,1330546,210,25,11,8,0,46,11,0,5,29,12,32,11,3,16,39,30,4,3,11,0,210,210,23.91,65.0,78.0
2020-03-23,2020,3,2020-W13,Atsimo-Andrefana,-23.35,43.6667,2128706,205,47,21,15,0,86,21,1,10,55,21,60,21,6,30,73,56,8,7,21,0,205,205,24.42,65.0,78.0
2020-03-23,2020,3,2020-W13,Itasy,-19.0167,46.7667,1063882,190,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,7,0,190,190,20.0,65.0,78.0
2020-03-23,2020,3,2020-W13,Bongolava,-18.9333,45.6667,794456,185,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,185,185,20.83,65.0,78.0
2020-03-23,2020,3,2020-W13,Diana,-12.2787,49.2917,1053715,180,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,8,0,180,180,21.62,65.0,78.0
